Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,UGC,Colourfulness
63,0.51837,42.39501,0.0,0.0,0.5,3.617,12.16328,0,0,121,55.89599,0.00031,0.0,1.123,-1.0,1.0,191.75880670350713
64,0.52057,42.13319,0.0,0.0,0.3,3.618,12.1754,0,0,122,55.89674,0.00035,0.0,1.179,0.73843,1.0,191.68099180334048
65,0.52126,42.37191,0.0,0.0,1.2,3.564,12.19897,0,0,121,55.87786,0.00023,0.0,1.211,-1.0,1.0,192.0038488799849
66,0.51318,42.5278,0.0,0.0,1.0,3.628,11.74757,0,0,121,55.87246,0.00031,0.0,1.089,-1.0,1.0,191.81454422453814
67,0.50856,42.52006,0.0,0.0,2.5,3.574,12.36941,0,0,122,55.87534,0.00031,0.0,1.292,-1.0,1.0,192.10698548736366
68,0.5201,42.61688,0.0,0.0,0.6,3.608,12.41639,0,0,121,55.88265,0.00024,0.0,1.167,-1.0,1.0,192.12068055547564
69,0.52175,42.67343,0.0,0.0,0.6,3.595,12.47867,0,0,121,55.85716,0.00023,0.0,1.079,-1.0,1.0,192.08815726125943
70,0.52455,42.76145,0.0,0.0,0.7,3.606,12.10529,0,0,121,55.86563,0.00028,0.0,1.119,-1.0,1.0,192.24704989730216
71,0.52278,42.68747,0.0,0.0,1.1,3.633,12.61027,0,0,122,55.84314,0.00021,0.0,1.172,-1.0,1.0,192.26388121772263
72,0.52158,42.95963,0.0,0.0,0.8,3.599,12.63666,0,0,121,55.81865,0.00017,0.3336,1.151,0.7526,1.0,192.3152026712473
73,0.51247,43.13832,0.0,0.0,1.4,3.547,12.6955,0,0,121,55.79021,0.00023,0.3296,1.126,-1.0,1.0,192.52118590313634
74,0.52712,43.19724,0.0,0.0,1.6,3.567,12.32414,0,0,122,55.7565,0.00014,0.333,1.157,-1.0,1.0,192.23642631797514
75,0.53755,43.30469,0.0,0.0,1.0,3.567,12.87185,0,0,121,55.74688,0.00014,0.3276,1.14,-1.0,1.0,192.3061736212582
76,0.53434,43.15323,0.0,0.0,0.8,3.659,12.86913,0,0,122,55.75409,0.00035,0.333,1.173,-1.0,1.0,192.2156735092804
77,0.53014,43.11839,0.0,0.0,0.9,3.657,12.44899,0,0,122,55.79868,0.00019,0.3281,1.164,-1.0,1.0,192.27431670272028
78,0.54401,43.19094,0.0,0.0,1.0,3.633,13.09018,0,0,122,55.80417,0.0003,0.3246,1.123,-1.0,1.0,192.17769022560222
79,0.54004,43.00164,0.0,0.0,1.1,3.708,13.03237,0,0,122,55.83523,0.00024,0.3256,1.176,-1.0,1.0,192.3091965611082
80,0.53853,42.93662,0.0,0.0,0.8,3.701,13.01577,0,0,122,55.85648,0.00021,0.3235,1.153,0.70197,1.0,192.4294797047125
