Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,UGC,Colourfulness
137,0.28555,48.52111,0.0,0.0,1.4,1.493,13.90518,0,0,121,55.78761,0.00123,0.0,1.498,-1.0,1.0,201.19573844200625
138,0.29255,48.36802,0.0,0.0,0.0,1.482,14.37968,0,0,121,55.81658,0.0012,0.0,1.441,-1.0,1.0,201.19976116822772
139,0.28718,48.27316,0.0,0.0,0.0,1.488,14.34194,0,0,121,55.84956,0.00115,0.0,1.359,-1.0,1.0,201.22115946334753
140,0.28097,48.07938,0.0,0.0,0.0,1.5,14.33368,0,0,121,55.85906,0.0008,0.0,1.227,-1.0,1.0,201.2273806977817
141,0.28513,48.08568,0.0,0.0,0.0,1.481,13.81542,0,0,121,55.88116,0.00071,0.0,1.196,-1.0,1.0,201.26184446175424
142,0.28107,47.85434,0.0,0.0,0.0,1.479,14.25242,0,0,121,55.87935,0.00111,0.0,1.153,-1.0,1.0,201.21156940929993
143,0.2808,47.95009,0.0,0.0,0.0,1.477,14.19996,0,0,121,55.88417,0.00102,0.0,1.107,-1.0,1.0,201.16344705702022
144,0.28912,47.98634,0.0,0.0,0.7,1.486,14.28752,0,0,121,55.88493,0.00102,0.0,1.118,0.3559,1.0,201.1368233511574
145,0.29286,47.99057,0.0,0.0,0.0,1.475,13.76043,0,0,121,55.88942,0.00106,0.0,1.111,-1.0,1.0,201.11975420831274
146,0.29295,47.95098,0.0,0.0,2.7,1.495,14.24296,0,0,121,55.88319,0.00097,0.0,1.114,-1.0,1.0,201.0668071844001
147,0.29345,47.91136,0.0,0.0,2.2,1.497,14.2576,0,0,121,55.88778,0.00127,0.0,1.136,-1.0,1.0,201.03989120225046
148,0.29425,48.06717,0.0,0.0,0.8,1.513,14.2895,0,0,121,55.8927,0.00125,0.0,1.126,-1.0,1.0,200.9706805562536
149,0.29071,47.98622,0.0,0.0,0.0,1.517,13.82593,0,0,121,55.90087,0.00108,0.0,1.115,-1.0,1.0,200.94276139377376
